日期,中壢,湖口,泰安,西螺,新營,仁德,關西,西湖,清水,南投,古坑,東山,關廟,石碇,蘇澳
2023/9/1,"443,964","727,274","909,346","1,194,305","800,015","401,315","1,199,382","849,602","1,328,688","257,283","266,548","681,782","185,992","294,067","457,853"
2023/9/2,"419,419","1,117,434","1,695,573","1,877,671","1,093,340","785,419","1,859,654","1,274,014","2,490,769","471,397","550,618","1,482,572","402,580","303,472","493,090"
2023/9/3,"365,173","968,172","1,434,792","1,696,899","900,667","591,247","1,649,039","1,037,778","2,296,090","361,486","373,591","1,137,155","275,637","254,692","333,985"
2023/9/4,"281,390","556,006","767,260","743,422","416,649","282,077","818,740","495,554","635,042","115,497","116,123","521,205","158,240","212,786","285,463"
2023/9/5,"307,896","562,977","814,830","787,913","601,327","461,039","882,654","586,524","991,370","180,367","203,497","563,103","253,170","251,102","279,597"
2023/9/6,"291,324","635,200","849,682","876,178","633,624","514,482","885,114","636,602","1,109,728","175,917","151,427","603,449","248,009","268,530","310,103"
2023/9/7,"300,547","695,344","919,650","914,710","680,318","453,835","982,799","587,648","1,110,576","221,853","173,953","618,029","230,315","275,327","427,078"
2023/9/8,"339,547","722,430","1,116,217","1,152,496","826,032","536,333","1,359,041","882,897","1,710,669","248,869","288,299","899,897","262,036","311,678","570,543"
2023/9/9,"453,392","1,300,372","1,792,659","1,844,242","1,196,591","834,748","2,227,626","1,507,575","2,821,748","440,343","573,864","1,608,644","438,568","405,720","761,411"
2023/9/10,"484,712","1,321,131","1,785,926","2,007,123","1,068,819","772,105","2,485,842","1,608,349","3,145,429","532,558","598,885","1,798,796","398,414","563,221","844,068"
2023/9/11,"305,471","667,727","1,146,345","1,008,770","665,117","588,868","1,056,176","720,428","1,324,008","251,464","232,215","818,440","395,481","307,554","480,359"
2023/9/12,"320,743","642,093","825,248","821,756","566,383","454,413","944,988","521,966","989,753","188,594","145,137","599,002","225,750","235,363","423,311"
2023/9/13,"289,604","564,751","845,477","788,666","560,213","459,995","910,087","530,436","970,807","165,674","160,195","598,152","205,203","255,950","397,686"
2023/9/14,"447,564","678,876","925,215","1,001,088","630,480","589,834","989,679","604,221","989,352","214,405","162,748","685,834","321,472","288,899","481,624"
2023/9/15,"365,674","871,708","1,171,706","1,201,288","873,558","544,986","1,280,414","875,771","1,700,043","281,468","319,063","916,922","310,033","326,180","606,894"
2023/9/16,"460,632","1,243,475","1,857,027","1,816,706","1,048,235","834,004","2,258,400","1,490,085","3,052,652","512,736","625,424","1,739,532","581,229","407,290","819,219"
2023/9/17,"461,299","1,329,600","1,750,284","2,027,372","1,271,110","889,163","2,508,164","1,631,218","3,397,611","568,035","646,682","1,989,258","552,421","649,988","907,121"
2023/9/18,"334,779","682,694","1,252,594","1,075,352","666,022","622,796","1,197,355","798,040","1,358,109","263,986","254,795","986,117","485,602","361,073","617,821"
2023/9/19,"345,665","669,899","945,557","903,364","642,543","562,443","1,095,514","673,304","1,197,226","208,293","190,144","816,934","311,753","322,103","486,405"
2023/9/20,"317,936","658,161","980,672","848,635","617,455","546,858","1,071,485","636,065","1,225,668","230,576","225,427","748,099","257,857","595,434","445,312"
2023/9/21,"319,178","742,380","969,797","961,799","670,410","606,755","1,142,836","676,408","1,250,765","220,884","191,807","789,633","277,417","342,369","441,414"
2023/9/22,"346,459","737,096","1,040,501","1,358,342","741,379","545,173","1,253,888","765,185","1,464,112","475,165","273,913","988,760","284,188","303,260","542,378"
2023/9/23,"407,896","979,978","1,339,582","1,374,832","910,301","658,869","1,560,796","1,110,969","2,125,273","716,886","353,000","1,250,756","432,668","380,609","599,024"
2023/9/24,"458,967","1,119,676","1,498,904","1,786,810","1,059,063","831,710","1,871,694","1,231,713","2,848,498","937,596","475,795","1,709,163","510,467","504,775","820,092"
2023/9/25,"366,610","698,675","1,182,503","1,096,845","759,501","766,853","1,234,065","1,008,308","1,506,133","506,572","204,945","990,139","417,569","342,226","473,699"
2023/9/26,"337,552","667,356","1,097,013","968,384","714,234","543,529","1,210,556","644,208","1,306,671","433,173","201,197","763,036","334,178","461,151","541,358"
2023/9/27,"573,248","707,856","1,047,890","1,039,077","708,578","557,368","1,172,569","714,635","1,474,631","476,622","223,715","746,798","275,128","321,991","525,914"
2023/9/28,"428,236","1,159,168","1,504,323","1,484,429","1,008,058","663,376","1,733,813","1,185,365","2,274,176","786,355","262,165","1,080,944","394,845","326,168","750,790"
2023/9/29,"411,075","1,276,997","2,477,088","2,492,277","1,351,710","991,746","2,563,375","2,273,303","4,003,944","1,604,110","1,220,151","2,223,521","725,775","283,882","868,699"
2023/9/30,"570,555","1,398,707","2,177,578","1,872,296","1,105,076","879,531","2,226,525","1,593,563","3,016,064","1,042,789","1,148,660","1,815,440","661,411","419,889","666,380"
2023/10/1,"461,688","1,469,571","1,820,653","2,339,420","1,436,796","852,986","3,004,962","2,208,741","4,203,201","1,388,769","1,413,577","2,175,507","618,537","487,050","982,102"
2023/10/2,"277,012","666,828","1,331,310","1,099,625","668,446","637,405","1,202,591","897,966","1,475,725","504,780","504,948","968,115","529,465","306,210","482,597"
2023/10/3,"269,858","560,837","877,525","826,557","649,616","496,812","922,801","567,612","1,055,831","377,657","373,351","629,375","312,483","284,619","391,312"
2023/10/4,"288,071","526,408","785,006","824,965","557,159","480,725","732,810","491,686","853,414","328,177","313,312","548,863","222,000","203,948","275,869"
2023/10/5,"298,140","448,393","546,866","536,885","303,777","290,863","675,400","333,807","378,746","225,604","186,311","310,886","97,604","206,815","161,775"
2023/10/6,"349,895","776,915","1,177,253","1,222,424","872,170","467,979","1,395,081","1,010,789","1,782,765","587,511","565,481","818,328","238,282","296,221","611,497"
2023/10/7,"422,830","1,371,022","2,479,337","2,502,837","1,420,028","1,015,050","2,538,912","1,988,935","3,803,724","1,419,324","1,515,951","2,093,423","707,111","345,071","917,811"
2023/10/8,"481,708","1,527,963","2,292,120","2,499,131","1,555,958","1,079,847","2,822,004","1,982,328","3,957,201","1,289,863","1,727,314","2,444,212","712,979","477,114","903,189"
2023/10/9,"493,612","1,652,539","2,392,692","2,512,676","1,368,908","1,003,464","3,166,718","2,230,280","4,527,314","1,422,118","1,902,691","2,518,916","818,291","641,502","1,110,986"
2023/10/10,"353,562","1,134,623","2,112,216","2,076,564","1,155,285","749,182","2,274,475","1,519,385","3,323,169","975,927","1,324,291","1,935,592","861,738","471,776","904,689"
2023/10/11,"290,265","742,238","1,200,739","1,020,758","703,514","577,142","1,100,822","685,223","1,311,463","448,876","522,324","825,719","386,721","296,666","392,200"
2023/10/12,"308,108","675,145","904,024","887,883","609,106","503,869","1,049,720","690,441","1,151,478","407,941","451,368","602,916","237,864","315,592","398,824"
2023/10/13,"331,980","712,446","1,033,805","1,137,517","790,332","506,629","1,333,585","766,002","1,445,588","494,585","618,218","813,015","260,533","340,845","528,276"
2023/10/14,"413,806","1,076,074","1,577,093","1,685,142","995,462","777,397","2,156,289","1,281,471","2,480,948","823,449","1,155,040","1,454,884","491,334","397,546","624,586"
2023/10/15,"407,168","1,136,123","1,587,953","1,823,043","1,131,055","842,092","2,289,669","1,258,420","2,743,170","952,265","1,270,447","1,791,843","532,809","535,384","763,370"
2023/10/16,"296,792","621,249","1,101,644","1,019,945","688,503","570,895","1,125,887","824,419","1,297,129","457,016","554,228","837,534","403,305","372,348","584,621"
2023/10/17,"331,409","580,081","859,420","850,122","609,349","480,164","994,364","584,219","1,105,277","408,551","498,099","685,040","357,502","307,399","423,939"
2023/10/18,"332,594","596,646","873,029","864,626","650,106","506,472","1,042,754","591,118","1,048,998","360,024","462,793","690,160","250,252","314,606","420,613"
2023/10/19,"307,805","670,535","882,086","901,944","638,417","466,428","1,077,633","667,718","1,115,910","445,373","465,335","657,642","262,467","531,177","536,644"
2023/10/20,"329,442","792,443","1,117,050","1,217,556","860,700","622,794","1,479,978","936,887","1,713,803","566,469","667,599","849,567","286,393","334,444","556,670"
2023/10/21,"424,286","1,121,980","1,784,026","1,740,855","1,107,348","807,718","2,200,357","1,452,498","2,667,551","950,854","1,175,067","1,656,155","467,085","384,955","650,577"
2023/10/22,"397,629","1,234,402","1,682,672","1,877,019","1,174,649","901,660","2,369,369","1,408,734","3,135,703","987,489","1,329,871","1,844,347","504,611","451,263","792,171"
2023/10/23,"286,678","652,303","1,151,112","1,024,614","662,101","730,358","1,090,440","831,706","1,435,763","482,578","574,844","1,037,057","399,872","396,984","472,988"
2023/10/24,"284,725","704,469","893,270","915,199","670,348","537,674","1,076,204","607,271","1,088,310","366,710","553,092","701,211","361,435","343,616","374,076"
2023/10/25,"342,995","681,641","998,693","827,184","636,860","517,326","1,018,247","607,557","1,136,029","382,817","466,997","748,384","244,148","371,475","366,620"
2023/10/26,"714,278","869,193","891,780","877,033","669,543","502,104","1,019,098","611,742","1,111,360","386,441","506,614","656,424","247,276","331,372","631,258"
2023/10/27,"361,848","789,348","1,087,052","1,401,356","905,681","528,230","1,475,079","836,725","1,665,452","549,684","688,572","967,879","285,089","319,619","614,886"
2023/10/28,"384,115","1,084,306","1,663,641","1,736,077","1,097,759","780,794","2,168,455","1,355,609","2,571,105","918,223","1,187,489","1,554,319","465,336","391,215","682,886"
2023/10/29,"377,860","1,152,798","1,595,239","1,779,641","1,126,855","835,734","2,338,509","1,375,586","2,944,603","953,258","1,402,949","1,721,737","482,423","489,890","643,142"
2023/10/30,"321,678","680,426","1,140,094","958,120","794,427","557,311","1,145,802","655,261","1,675,295","439,678","559,156","1,024,466","395,803","322,821","522,355"
2023/10/31,"452,088","730,662","1,031,710","862,808","670,336","598,049","972,373","921,773","1,001,204","366,243","645,844","733,918","314,222","252,286","492,245"
2023/11/1,"276,566","541,067","669,910","732,402","617,731","307,001","944,226","500,944","865,247","347,786","433,709","609,241","158,008","296,891","410,558"
2023/11/2,"303,771","605,802","879,345","826,874","588,303","495,460","943,231","596,748","995,592","406,058","500,107","645,449","235,427","291,916","403,835"
2023/11/3,"338,145","814,822","1,095,702","1,182,649","805,411","542,281","1,439,830","869,895","1,462,937","555,779","744,844","881,267","403,529","348,389","625,873"
2023/11/4,"410,417","1,162,332","1,764,608","1,774,068","1,097,237","868,762","2,160,149","1,484,359","2,717,455","986,132","1,227,725","1,613,665","479,798","419,595","673,907"
2023/11/5,"405,139","1,306,756","1,695,514","1,961,016","1,183,927","877,603","2,520,821","1,523,593","3,316,954","1,163,597","1,598,777","2,016,175","560,511","593,321","824,222"
2023/11/6,"261,693","640,854","1,178,526","1,002,448","635,788","612,753","1,171,484","764,847","1,396,032","477,695","518,640","977,720","443,129","330,695","532,065"
2023/11/7,"284,175","597,665","900,390","866,917","629,082","457,063","1,006,547","597,514","983,196","431,990","447,750","660,942","328,918","278,108","382,615"
2023/11/8,"296,174","661,551","886,675","806,143","590,703","483,771","986,129","568,366","1,048,546","389,816","522,307","635,625","228,763","273,018","398,543"
2023/11/9,"317,121","656,740","961,328","901,543","634,370","502,594","1,026,867","656,421","1,069,208","399,343","501,031","704,290","228,568","292,285","393,664"
2023/11/10,"366,009","816,523","1,169,105","1,305,124","961,067","585,297","1,418,094","937,235","1,781,405","615,579","717,693","916,073","274,806","350,323","514,859"
2023/11/11,"469,540","1,228,148","1,880,046","1,901,767","1,232,253","837,348","2,412,455","1,649,787","3,073,228","1,102,969","1,377,363","1,879,392","538,999","412,239","783,864"
2023/11/12,"465,171","1,417,817","1,986,300","2,067,924","1,459,782","919,544","2,669,548","1,831,029","3,564,315","1,359,723","1,753,968","2,188,913","560,469","551,922","781,414"
2023/11/13,"274,287","761,969","1,404,532","1,097,124","751,202","653,361","1,378,704","864,927","1,731,834","558,262","689,056","1,018,377","431,231","369,740","551,262"
2023/11/14,"330,980","600,289","1,011,808","856,830","651,576","516,022","1,023,412","616,505","1,185,289","418,912","517,333","736,633","328,492","302,226","402,764"
2023/11/15,"284,968","673,701","930,964","853,991","635,522","500,635","1,121,057","647,951","1,147,373","425,076","523,031","697,622","237,103","285,693","391,157"
2023/11/16,"294,524","701,330","1,029,097","935,999","685,184","525,286","1,095,045","681,527","1,191,184","457,688","540,442","737,695","266,523","311,106","444,886"
2023/11/17,"372,120","928,495","1,347,702","1,391,264","893,322","538,009","1,607,447","971,231","1,792,207","642,107","809,803","1,046,545","308,618","391,691","590,122"
2023/11/18,"455,233","1,222,546","1,945,550","1,971,401","1,164,958","887,148","2,340,241","1,557,533","2,822,942","1,083,064","1,430,569","1,794,099","555,739","461,334","767,745"
2023/11/19,"451,173","1,345,826","1,970,394","2,104,528","1,245,859","849,694","2,687,830","1,646,991","3,352,490","1,206,678","1,747,742","2,011,870","564,802","606,876","797,157"
2023/11/20,"313,231","725,864","1,321,479","1,153,896","722,841","664,984","1,315,904","827,442","1,484,369","581,910","682,044","1,130,531","446,553","389,926","575,792"
2023/11/21,"299,798","631,487","981,869","948,782","610,761","536,524","1,047,774","628,364","1,154,012","456,697","641,690","726,861","345,113","370,983","420,116"
2023/11/22,"290,420","610,020","921,735","898,051","652,125","622,254","1,053,497","612,144","998,752","390,884","474,425","702,896","226,208","366,219","443,699"
2023/11/23,"312,507","653,798","1,001,967","966,832","726,182","538,554","1,130,749","645,503","1,088,878","440,373","523,239","683,707","244,662","311,871","459,820"
2023/11/24,"370,885","963,987","1,296,027","1,456,459","910,010","557,728","1,566,059","952,377","1,705,445","606,985","841,232","1,046,261","283,290","379,863","527,441"
2023/11/25,"431,481","1,179,933","1,896,205","1,887,090","1,152,269","818,644","2,365,045","1,507,722","2,748,772","1,064,254","1,356,841","1,752,898","505,260","441,856","757,516"
2023/11/26,"470,259","1,437,898","1,919,643","2,135,504","1,268,860","852,894","2,644,078","1,668,511","3,426,436","1,239,092","1,719,914","2,001,438","531,466","599,904","739,495"
2023/11/27,"297,622","825,857","1,353,536","1,137,344","780,690","620,905","1,307,763","1,088,076","1,590,112","508,210","610,313","1,045,080","411,158","676,410","543,908"
2023/11/28,"332,060","737,655","946,944","865,855","639,979","481,201","1,196,386","611,518","1,071,561","417,694","519,825","708,592","251,282","453,523","578,189"
2023/11/29,"462,376","604,856","918,293","935,801","645,279","463,383","1,073,039","571,981","1,084,779","412,306","537,821","663,124","212,554","275,564","383,386"
2023/11/30,"438,342","792,572","1,129,713","979,781","804,716","524,940","1,096,608","648,323","1,068,470","393,762","748,993","804,328","286,726","309,673","438,139"
2023/12/1,"379,582","899,487","1,210,694","1,371,765","930,599","684,704","1,456,347","975,611","1,665,002","698,322","839,336","964,338","291,734","346,124","493,277"
2023/12/2,"419,866","1,221,312","1,910,913","1,978,161","1,195,912","862,817","2,335,019","1,488,146","2,788,200","1,042,657","1,360,634","1,700,883","559,977","430,842","641,310"
2023/12/3,"459,451","1,390,086","1,941,038","2,205,632","1,285,950","948,057","2,566,598","1,576,127","3,279,483","1,186,764","1,716,738","2,027,460","541,604","576,866","712,109"
2023/12/4,"293,869","625,260","1,246,153","1,100,062","674,513","604,518","1,218,247","806,600","1,450,941","526,892","712,910","994,214","443,378","330,090","500,110"
2023/12/5,"293,243","608,872","982,668","810,878","642,572","513,211","949,301","589,396","960,826","383,665","484,729","693,266","437,451","290,285","413,488"
2023/12/6,"285,974","604,000","888,954","892,731","639,877","474,340","1,025,461","637,887","1,096,889","434,853","539,115","663,313","238,615","265,284","405,005"
2023/12/7,"318,683","678,362","905,472","948,578","663,613","491,588","1,105,517","646,163","1,144,631","411,094","531,983","767,805","229,753","295,136","398,208"
2023/12/8,"400,280","825,267","1,238,898","1,305,819","936,182","547,926","1,535,517","935,795","1,761,715","634,665","772,151","948,988","345,442","371,422","570,321"
2023/12/9,"450,521","1,239,481","1,868,129","1,834,129","1,187,998","838,114","2,438,242","1,564,626","2,934,001","1,099,720","1,374,670","1,750,334","478,311","430,962","682,989"
2023/12/10,"486,742","1,379,531","1,916,135","2,132,843","1,299,271","886,787","2,738,473","1,687,059","3,415,720","1,248,537","1,717,948","2,124,556","562,769","552,826","784,147"
2023/12/11,"278,289","709,420","1,284,099","1,117,319","742,049","626,665","1,426,602","896,617","1,731,879","600,147","761,860","1,101,796","455,254","395,399","511,236"
2023/12/12,"271,527","620,045","948,193","945,736","654,206","510,791","1,046,503","629,708","1,168,782","452,385","527,219","809,859","360,715","281,208","394,737"
2023/12/13,"302,754","646,919","888,617","853,940","794,450","454,732","1,082,390","405,822","1,156,370","464,616","487,666","640,009","237,288","279,981","393,557"
2023/12/14,"333,391","643,772","902,354","924,535","672,471","488,739","1,095,427","638,146","1,172,853","422,757","496,994","657,076","248,084","296,299","388,044"
2023/12/15,"418,260","1,058,687","1,278,079","1,268,758","955,320","713,142","1,613,250","1,015,483","2,006,874","740,117","519,413","992,832","352,189","377,060","563,566"
2023/12/16,"446,689","1,309,984","1,933,444","1,947,866","1,175,373","863,391","2,554,350","1,677,118","3,185,679","1,235,439","1,416,023","1,689,742","518,870","392,035","676,236"
2023/12/17,"443,479","1,425,883","1,901,814","2,078,278","1,332,019","890,303","2,699,449","1,665,941","3,201,312","1,330,470","1,681,793","2,062,564","590,806","551,343","705,416"
2023/12/18,"294,270","723,245","1,308,293","1,118,535","726,402","650,391","1,408,588","813,072","1,653,365","584,023","702,304","1,028,968","451,940","365,615","541,526"
2023/12/19,"303,765","653,609","979,845","961,394","673,594","533,104","1,076,982","672,346","1,173,603","445,346","548,309","704,103","330,995","334,634","425,333"
2023/12/20,"318,800","643,614","992,272","973,362","718,831","497,155","1,077,227","621,636","1,175,204","499,060","565,026","645,133","270,006","335,153","421,363"
2023/12/21,"330,776","624,694","981,117","976,722","671,390","545,695","1,138,390","685,068","1,164,556","458,201","541,897","675,177","252,905","304,066","446,410"
2023/12/22,"373,997","840,137","1,179,565","1,347,290","886,151","626,069","1,387,030","874,586","1,689,303","670,794","762,102","917,351","273,728","566,982","527,130"
2023/12/23,"404,237","1,179,510","1,862,059","1,940,674","1,174,336","840,705","2,195,029","1,470,430","2,926,217","1,085,409","1,244,361","1,621,893","480,104","403,219","634,150"
2023/12/24,"431,424","1,373,537","1,861,349","2,005,362","1,279,934","870,484","2,460,138","1,596,386","3,434,637","1,302,990","1,540,330","2,056,452","532,026","487,379","732,564"
2023/12/25,"328,498","700,942","1,478,378","1,537,860","797,172","737,626","1,382,897","1,125,247","1,991,057","630,844","782,985","982,391","487,202","412,134","560,151"
2023/12/26,"280,394","659,374","1,017,971","964,786","641,791","502,870","1,078,951","643,103","1,196,670","486,123","513,470","717,206","258,028","408,905","429,370"
2023/12/27,"363,610","632,739","971,787","944,871","720,160","500,982","1,093,027","586,316","1,076,587","457,446","536,061","877,953","231,956","317,019","453,197"
2023/12/28,"511,373","766,627","1,069,115","1,125,868","777,493","545,690","1,236,804","753,255","1,286,327","510,926","597,021","759,520","269,369","287,006","647,531"
2023/12/29,"366,295","1,179,646","1,399,627","1,504,952","1,081,271","583,005","1,718,070","1,093,881","2,141,740","779,371","888,227","1,137,304","331,580","347,037","678,872"
2023/12/30,"446,933","1,399,198","2,542,677","2,505,102","1,572,455","919,401","2,889,540","2,082,103","3,556,517","1,684,523","1,826,980","2,353,420","746,186","383,222","1,057,321"
2023/12/31,"614,486","1,562,895","2,598,565","2,247,561","1,339,668","1,142,235","2,717,407","1,743,470","3,448,484","1,616,219","2,413,863","2,551,799","985,419","432,551","846,045"
